,uai,type_etablissement,statut_public_prive,nom_commune,libelle_departement,libelle_region,restauration,hebergement,ulis,type_contrat_prive,libelle_nature
3308,0381468P,Ecole,Public,Vinay,Isère,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3309,0381469R,Ecole,Public,Vinay,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3310,0381478A,Ecole,Public,Vizille,Isère,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3311,0381508H,Ecole,Public,Voreppe,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3312,0381519V,Ecole,Public,Bourgoin-Jallieu,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3313,0381542V,Ecole,Public,Annoisin-Chatelans,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3314,0381556K,Ecole,Privé,Claix,Isère,Auvergne-Rhône-Alpes,0,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3315,0381564U,Ecole,Public,Saint-Siméon-de-Bressieux,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3316,0381567X,Ecole,Public,Villard-de-Lans,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3317,0381610U,Ecole,Public,Laval-en-Belledonne,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3318,0381635W,Ecole,Public,Eybens,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
3319,0381640B,Ecole,Privé,Le Grand-Lemps,Isère,Auvergne-Rhône-Alpes,0,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3320,0381857M,Ecole,Public,Seyssinet-Pariset,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3321,0381891Z,Ecole,Public,Fontaine,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3322,0381920F,Ecole,Public,Voiron,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3323,0381927N,Ecole,Public,Seyssins,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3324,0381928P,Ecole,Public,Beaucroissant,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3325,0381930S,Ecole,Public,Saint-Victor-de-Morestel,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3326,0382008B,Ecole,Public,Voreppe,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3327,0382010D,Ecole,Public,Eybens,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
3328,0382017L,Ecole,Public,Chapareillan,Isère,Auvergne-Rhône-Alpes,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3329,0382054B,Ecole,Public,Vizille,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3330,0382083H,Ecole,Public,Charvieu-Chavagneux,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3331,0382085K,Ecole,Public,Charvieu-Chavagneux,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3332,0382163V,Ecole,Public,Saint-Siméon-de-Bressieux,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3333,0382166Y,Ecole,Public,Vienne,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3334,0382208U,Ecole,Public,Assieu,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3335,0382230T,Ecole,Public,Izeaux,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
3336,0382251R,Ecole,Public,Villefontaine,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3337,0382259Z,Ecole,Public,Saint-Quentin-sur-Isère,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
3338,0382277U,Ecole,Public,Aoste,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
3339,0382283A,Ecole,Public,Diémoz,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3340,0382284B,Ecole,Public,Echirolles,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3341,0382288F,Ecole,Public,Grenoble,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3342,0382295N,Ecole,Public,Vienne,Isère,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3343,0382303X,Ecole,Public,Chuzelles,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3344,0382306A,Ecole,Public,Salaise-sur-Sanne,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3345,0382329A,Ecole,Public,Saint-Maurice-l'Exil,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3346,0382342P,Ecole,Public,Le Versoud,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
3347,0382456N,Ecole,Public,Echirolles,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3348,0382457P,Ecole,Public,Grenoble,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3349,0382465Y,Ecole,Public,Saint-Sauveur,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3350,0382468B,Ecole,Public,Bernin,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3351,0382481R,Ecole,Public,Saint-Just-de-Claix,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3352,0382501M,Ecole,Public,Le Sappey-en-Chartreuse,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
3353,0382563E,Ecole,Public,Saint-Didier-de-la-Tour,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3354,0382588G,Ecole,Public,Les Côtes-d'Arey,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3355,0382589H,Ecole,Public,Villefontaine,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3356,0382592L,Ecole,Public,Murinais,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3357,0382597S,Ecole,Public,Grenoble,Isère,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE SPECIALISEE
3358,0382610F,Ecole,Public,Saint-Geoire-en-Valdaine,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3359,0382616M,Ecole,Public,Grenoble,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3360,0382619R,Ecole,Public,Vienne,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3361,0382655E,Ecole,Privé,Corbelin,Isère,Auvergne-Rhône-Alpes,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3362,0382656F,Ecole,Public,La Sône,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3363,0382688R,Ecole,Public,L'Isle-d'Abeau,Isère,Auvergne-Rhône-Alpes,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3364,0382691U,Ecole,Public,Saint-Quentin-Fallavier,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3365,0382694X,Ecole,Public,Bourgoin-Jallieu,Isère,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3366,0382708M,Ecole,Public,Tullins,Isère,Auvergne-Rhône-Alpes,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3367,0382713T,Ecole,Public,Grenoble,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3368,0382729K,Ecole,Public,Grenoble,Isère,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE ELEMENTAIRE D APPLICATION
3369,0382749G,Ecole,Public,Saint-Egrève,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3370,0382750H,Ecole,Public,Meylan,Isère,Auvergne-Rhône-Alpes,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3371,0382752K,Ecole,Public,Villefontaine,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3372,0382773H,Ecole,Public,Jarrie,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
3373,0382791C,Ecole,Public,Corbelin,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3374,0382794F,Ecole,Public,Vienne,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3375,0382817F,Ecole,Public,Bourgoin-Jallieu,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3376,0382831W,Ecole,Public,Frontonas,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
3377,0382857Z,Ecole,Privé,Entre-deux-Guiers,Isère,Auvergne-Rhône-Alpes,0,0,1,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3378,0382867K,Ecole,Public,L'Isle-d'Abeau,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
3379,0382873S,Ecole,Public,Renage,Isère,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3380,0382875U,Ecole,Public,L'Isle-d'Abeau,Isère,Auvergne-Rhône-Alpes,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3381,0382876V,Ecole,Public,Seyssins,Isère,Auvergne-Rhône-Alpes,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3382,0382879Y,Ecole,Public,Saint-Martin-le-Vinoux,Isère,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3383,0382901X,Ecole,Public,Saint-Martin-d'Uriage,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3384,0382922V,Ecole,Public,Meylan,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
3385,0382925Y,Ecole,Public,Grenoble,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3386,0382928B,Ecole,Public,Morestel,Isère,Auvergne-Rhône-Alpes,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3387,0382931E,Ecole,Public,Saint-Martin-d'Hères,Isère,Auvergne-Rhône-Alpes,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3388,0382932F,Ecole,Public,Fontaine,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3389,0382934H,Ecole,Public,Valencin,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3390,0382946W,Ecole,Public,Montbonnot-Saint-Martin,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3391,0382994Y,Ecole,Public,L'Isle-d'Abeau,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3392,0383014V,Ecole,Public,Domène,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3393,0383019A,Ecole,Public,Allemond,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3394,0383036U,Ecole,Public,Echirolles,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
3395,0383042A,Ecole,Public,Mizoën,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
3396,0383050J,Ecole,Public,Chèzeneuve,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
3397,0383203A,Ecole,Public,Dizimieu,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3398,0383226A,Ecole,Public,Chanas,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
3399,0383248Z,Ecole,Public,Echirolles,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
3400,0383265T,Ecole,Public,Varces-Allières-et-Risset,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3401,0383521W,Ecole,Privé,Reventin-Vaugris,Isère,Auvergne-Rhône-Alpes,0,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
3402,0383539R,Ecole,Privé,La Frette,Isère,Auvergne-Rhône-Alpes,0,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
3403,0383589V,Ecole,Privé,Saint-Chef,Isère,Auvergne-Rhône-Alpes,0,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
3404,0390118S,Ecole,Public,Saint-Lothain,Jura,Bourgogne-Franche-Comté,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3405,0390126A,Ecole,Public,Domblans,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3406,0390137M,Ecole,Public,Plainoiseau,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3407,0390170Y,Ecole,Public,Cesancey,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3408,0390172A,Ecole,Public,Cousance,Jura,Bourgogne-Franche-Comté,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3409,0390199E,Ecole,Public,Perrigny,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE MATERNELLE
3410,0390270G,Ecole,Public,Vadans,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3411,0390272J,Ecole,Public,Andelot-en-Montagne,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3412,0390303T,Ecole,Public,Sirod,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3413,0390307X,Ecole,Public,Petit-Noir,Jura,Bourgogne-Franche-Comté,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3414,0390332Z,Ecole,Public,Orchamps,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3415,0390359D,Ecole,Public,Dole,Jura,Bourgogne-Franche-Comté,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3416,0390375W,Ecole,Public,Dole,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3417,0390382D,Ecole,Public,Villette-lès-Dole,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3418,0390384F,Ecole,Public,Gendrey,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3419,0390401Z,Ecole,Public,La Loye,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3420,0390403B,Ecole,Public,Montbarrey,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3421,0390404C,Ecole,Public,Mont-sous-Vaudrey,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3422,0390410J,Ecole,Public,Arsure-Arsurette,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3423,0390424Z,Ecole,Public,Mignovillard,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3424,0390436M,Ecole,Public,Chaux-des-Crotenay,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3425,0390506N,Ecole,Public,Longwy-sur-le-Doubs,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3426,0390510T,Ecole,Public,Arlay,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3427,0390550L,Ecole,Public,Gevingey,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE MATERNELLE
3428,0390582W,Ecole,Public,Aumont,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3429,0390596L,Ecole,Public,Colonne,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3430,0390616H,Ecole,Public,Moissey,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3431,0390627V,Ecole,Public,Authume,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3432,0390628W,Ecole,Public,Baverans,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3433,0390629X,Ecole,Public,Brevans,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3434,0390635D,Ecole,Public,Jouhe,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3435,0390662H,Ecole,Public,Doucier,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3436,0390682E,Ecole,Public,Etival,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3437,0390698X,Ecole,Public,Bois-d'Amont,Jura,Bourgogne-Franche-Comté,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3438,0390725B,Ecole,Public,Saint-Claude,Jura,Bourgogne-Franche-Comté,1,0,0,SANS OBJET,ECOLE MATERNELLE
3439,0390736N,Ecole,Public,Bonlieu,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3440,0390767X,Ecole,Public,Lajoux,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3441,0390778J,Ecole,Public,Ravilloles,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3442,0390795C,Ecole,Public,Saint-Laurent-en-Grandvaux,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE MATERNELLE
3443,0390804M,Ecole,Privé,Dole,Jura,Bourgogne-Franche-Comté,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3444,0390858W,Ecole,Privé,Lons-le-Saunier,Jura,Bourgogne-Franche-Comté,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3445,0390879U,Ecole,Privé,Salins-les-Bains,Jura,Bourgogne-Franche-Comté,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
3446,0390891G,Ecole,Public,Les Rousses,Jura,Bourgogne-Franche-Comté,1,0,0,SANS OBJET,ECOLE MATERNELLE
3447,0390897N,Ecole,Public,Chaussin,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE MATERNELLE
3448,0390974X,Ecole,Public,Dole,Jura,Bourgogne-Franche-Comté,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3449,0391084S,Ecole,Public,Desnes,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3450,0391085T,Ecole,Public,Nance,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3451,0391086U,Ecole,Public,Poligny,Jura,Bourgogne-Franche-Comté,1,0,0,SANS OBJET,ECOLE MATERNELLE
3452,0391095D,Ecole,Public,L'Etoile,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE MATERNELLE
3453,0391097F,Ecole,Public,Foucherans,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3454,0391101K,Ecole,Public,Saint-Claude,Jura,Bourgogne-Franche-Comté,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3455,0391134W,Ecole,Public,Fort-du-Plasne,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3456,0391135X,Ecole,Public,Saint-Amour,Jura,Bourgogne-Franche-Comté,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3457,0391203W,Ecole,Public,Val-Sonnette,Jura,Bourgogne-Franche-Comté,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3458,0391224U,Ecole,Public,Saint-Germain-en-Montagne,Jura,Bourgogne-Franche-Comté,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3459,0391233D,Ecole,Privé,Saint-Maur,Jura,Bourgogne-Franche-Comté,0,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
3460,0391256D,Ecole,Privé,Montfleur,Jura,Bourgogne-Franche-Comté,1,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
3461,0400143N,Ecole,Public,Pouydesseaux,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3462,0400146S,Ecole,Public,Saint-Gor,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE MATERNELLE
3463,0400178B,Ecole,Public,Ousse-Suzan,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3464,0400202C,Ecole,Public,Moustey,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3465,0400206G,Ecole,Public,Commensacq,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3466,0400209K,Ecole,Public,Labouheyre,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3467,0400212N,Ecole,Public,Solférino,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3468,0400214R,Ecole,Public,Sore,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3469,0400224B,Ecole,Public,Bias,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3470,0400232K,Ecole,Public,Beylongue,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3471,0400235N,Ecole,Public,Laluque,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3472,0400255K,Ecole,Public,Estibeaux,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3473,0400300J,Ecole,Public,Castaignos-Souslens,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3474,0400307S,Ecole,Public,Nassiet,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3475,0400342E,Ecole,Public,Magescq,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3476,0400345H,Ecole,Public,Moliets-et-Maa,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE MATERNELLE
3477,0400390G,Ecole,Public,Saint-Sever,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE MATERNELLE
3478,0400396N,Ecole,Public,Mont-de-Marsan,Landes,Nouvelle-Aquitaine,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3479,0400421R,Ecole,Public,Gaillères,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE MATERNELLE
3480,0400442N,Ecole,Public,Aire-sur-l'Adour,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE MATERNELLE
3481,0400449W,Ecole,Public,Duhort-Bachen,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3482,0400465N,Ecole,Public,Losse,Landes,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE MATERNELLE
