,uai,type_etablissement,statut_public_prive,nom_commune,libelle_departement,libelle_region,restauration,hebergement,ulis,type_contrat_prive,libelle_nature
0,0040103R,Ecole,Public,Château-Arnoux-Saint-Auban,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,0,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
1,0040199V,Ecole,Public,Manosque,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
2,0040305K,Ecole,Public,Sisteron,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
3,0040367C,Ecole,Public,Manosque,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
4,0040402R,Ecole,Public,Manosque,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
5,0171072Y,Ecole,Privé,Saujon,Charente-Maritime,Nouvelle-Aquitaine,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
6,0171074A,Ecole,Privé,Saintes,Charente-Maritime,Nouvelle-Aquitaine,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
7,0171086N,Ecole,Privé,Rochefort,Charente-Maritime,Nouvelle-Aquitaine,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
8,0171087P,Ecole,Privé,Pont-l'Abbé-d'Arnoult,Charente-Maritime,Nouvelle-Aquitaine,1,1,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
9,0171089S,Ecole,Privé,Pons,Charente-Maritime,Nouvelle-Aquitaine,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
10,0241354S,Ecole,Public,Champcevinel,Dordogne,Nouvelle-Aquitaine,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
11,0250541C,Ecole,Public,Grandfontaine,Doubs,Bourgogne-Franche-Comté,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
12,0300548H,Ecole,Public,Monteils,Gard,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
13,0300564A,Ecole,Public,Ners,Gard,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
14,0300628V,Ecole,Public,Portes,Gard,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
15,0300715P,Ecole,Public,Saint-Geniès-de-Comolas,Gard,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
16,0301348C,Ecole,Public,Uzès,Gard,Occitanie,0,0,0,SANS OBJET,ECOLE MATERNELLE
17,0301521R,Ecole,Public,Molières-Cavaillac,Gard,Occitanie,1,0,0,SANS OBJET,ECOLE MATERNELLE
18,0420252W,Ecole,Public,Farnay,Loire,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
19,0420298W,Ecole,Public,La Grand-Croix,Loire,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
20,0420511C,Ecole,Public,Lorette,Loire,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
21,0420546R,Ecole,Public,Saint-Chamond,Loire,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
22,0420547S,Ecole,Public,Saint-Chamond,Loire,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
23,0420551W,Ecole,Public,Saint-Chamond,Loire,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
24,0421652T,Ecole,Public,Saint-Chamond,Loire,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
25,0421960C,Ecole,Public,Saint-Chamond,Loire,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
26,0421973S,Ecole,Public,Saint-Paul-en-Jarez,Loire,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
27,0422183V,Ecole,Public,Saint-Chamond,Loire,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
28,0500622E,Ecole,Public,Héauville,Manche,Normandie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
29,0591218D,Ecole,Public,Fourmies,Nord,Hauts-de-France,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
30,0120662E,Ecole,Public,Argences en Aubrac,Aveyron,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
31,0120919J,Ecole,Public,Sévérac d'Aveyron,Aveyron,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
32,0121436W,Ecole,Public,Valady,Aveyron,Occitanie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
33,0140368Z,Ecole,Public,Caen,Calvados,Normandie,1,0,0,SANS OBJET,ECOLE ELEMENTAIRE D APPLICATION
34,0140425L,Ecole,Public,Caen,Calvados,Normandie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
35,0140446J,Ecole,Public,Colomby-Anguerny,Calvados,Normandie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
36,0140454T,Ecole,Public,Courseulles-sur-Mer,Calvados,Normandie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
37,0140459Y,Ecole,Public,Le Fresne-Camilly,Calvados,Normandie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
38,0140576A,Ecole,Public,Blainville-sur-Orne,Calvados,Normandie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
39,0140580E,Ecole,Public,Colleville-Montgomery,Calvados,Normandie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
40,0141391L,Ecole,Public,Langrune-sur-Mer,Calvados,Normandie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
41,0141550J,Ecole,Public,Lion-sur-Mer,Calvados,Normandie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
42,0141578P,Ecole,Public,Hermanville-sur-Mer,Calvados,Normandie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
43,0141580S,Ecole,Public,Luc-sur-Mer,Calvados,Normandie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
44,0141606V,Ecole,Public,Thaon,Calvados,Normandie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
45,0141649S,Ecole,Public,Saint-Contest,Calvados,Normandie,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
46,0141674U,Ecole,Public,Thue et Mue,Calvados,Normandie,1,0,0,SANS OBJET,ECOLE MATERNELLE
47,0141779H,Ecole,Public,Caen,Calvados,Normandie,1,0,0,SANS OBJET,ECOLE MATERNELLE
48,0141850K,Ecole,Public,Caen,Calvados,Normandie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
49,0141923P,Ecole,Public,Caen,Calvados,Normandie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
50,0141965K,Ecole,Public,Caen,Calvados,Normandie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
51,0510099F,Ecole,Public,Bannes,Marne,Grand Est,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
52,0510111U,Ecole,Public,Broussy-le-Grand,Marne,Grand Est,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
53,0672032V,Ecole,Public,Betschdorf,Bas-Rhin,Grand Est,0,0,0,SANS OBJET,ECOLE MATERNELLE
54,0920573Y,Ecole,Public,Colombes,Hauts-de-Seine,Ile-de-France,1,0,0,SANS OBJET,ECOLE MATERNELLE
55,0921689L,Ecole,Public,Colombes,Hauts-de-Seine,Ile-de-France,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
56,0922862L,Ecole,Privé,Levallois-Perret,Hauts-de-Seine,Ile-de-France,0,0,0,HORS CONTRAT,ECOLE MATERNELLE
57,0040599E,Ecole,Privé,Forcalquier,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,0,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
58,0061619C,Ecole,Public,Auribeau-sur-Siagne,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,1,0,0,SANS OBJET,ECOLE MATERNELLE
59,0100862H,Ecole,Public,La Chapelle-Saint-Luc,Aube,Grand Est,0,0,0,SANS OBJET,ECOLE MATERNELLE
60,0130423P,Ecole,Public,La Ciotat,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
61,0130481C,Ecole,Public,Istres,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
62,0130482D,Ecole,Public,Istres,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
63,0132454X,Ecole,Public,La Ciotat,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1,0,0,SANS OBJET,ECOLE MATERNELLE
64,0132718J,Ecole,Public,Istres,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1,0,0,SANS OBJET,ECOLE MATERNELLE
65,0132806E,Ecole,Public,Istres,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
66,0510200R,Ecole,Public,Orbais-l'Abbaye,Marne,Grand Est,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
67,0511024L,Ecole,Public,Coeur-de-la-Vallée,Marne,Grand Est,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
68,0511849H,Ecole,Public,Hautvillers,Marne,Grand Est,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
69,0680696M,Ecole,Public,Lautenbach,Haut-Rhin,Grand Est,0,0,0,SANS OBJET,ECOLE MATERNELLE
70,0711013R,Ecole,Public,Ozenay,Saône-et-Loire,Bourgogne-Franche-Comté,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
71,0950704Z,Ecole,Public,La Frette-sur-Seine,Val-d'Oise,Ile-de-France,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
72,0342596M,Ecole,Public,Cournonterral,Hérault,Occitanie,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
73,0420683P,Ecole,Public,Saint-Etienne,Loire,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
74,0470596T,Ecole,Public,Galapian,Lot-et-Garonne,Nouvelle-Aquitaine,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
75,0690737B,Ecole,Public,Ecully,Rhône,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
76,0691365J,Ecole,Public,Chabanière,Rhône,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
77,0691381B,Ecole,Public,Chabanière,Rhône,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
78,0691382C,Ecole,Public,Chabanière,Rhône,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
79,0692253Z,Ecole,Public,Ecully,Rhône,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
80,0692405P,Ecole,Public,Mornant,Rhône,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
81,0693355X,Ecole,Public,Ecully,Rhône,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
82,0693529L,Ecole,Public,Ecully,Rhône,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
83,0693569E,Ecole,Public,Rillieux-la-Pape,Rhône,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
84,0694415Z,Ecole,Public,Saint-Priest,Rhône,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
85,0730377N,Ecole,Public,Albertville,Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
86,0730398L,Ecole,Public,Césarches,Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
87,0730455Y,Ecole,Public,Bonvillard,Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
88,0731034C,Ecole,Public,La Bâthie,Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
89,0731091P,Ecole,Public,Venthon,Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
90,0731242D,Ecole,Public,Hauteluce,Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
91,0731345R,Ecole,Public,Tours-en-Savoie,Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
92,0740407R,Ecole,Public,Allèves,Haute-Savoie,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
93,0740410U,Ecole,Public,Chapeiry,Haute-Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
94,0740411V,Ecole,Public,Cusy,Haute-Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
95,0740417B,Ecole,Public,Saint-Sylvestre,Haute-Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
96,0740418C,Ecole,Public,Viuz-la-Chiésaz,Haute-Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
97,0740686U,Ecole,Public,Rumilly,Haute-Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
98,0740695D,Ecole,Public,Marigny-Saint-Marcel,Haute-Savoie,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
99,0740696E,Ecole,Public,Massingy,Haute-Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
100,0741085C,Ecole,Public,Rumilly,Haute-Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
101,0741301M,Ecole,Public,Rumilly,Haute-Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
102,0071212E,Ecole,Public,Alissas,Ardèche,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
103,0691908Z,Ecole,Privé,Mornant,Rhône,Auvergne-Rhône-Alpes,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
104,0693461M,Ecole,Public,Brignais,Rhône,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
105,0711771P,Ecole,Public,Charolles,Saône-et-Loire,Bourgogne-Franche-Comté,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
106,0730189J,Ecole,Public,Yenne,Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
107,0730195R,Ecole,Public,Lucey,Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
108,0730196S,Ecole,Public,Meyrieux-Trouet,Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
109,0730198U,Ecole,Public,Saint-Jean-de-Chevelu,Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
110,0730201X,Ecole,Public,Traize,Savoie,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
111,0090272X,Ecole,Public,Lézat-sur-Lèze,Ariège,Occitanie,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
112,0380607D,Ecole,Public,Grenoble,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
113,0382012F,Ecole,Public,Jarrie,Isère,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
114,0382289G,Ecole,Public,Grenoble,Isère,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
115,0673276X,Ecole,Privé,Strasbourg,Bas-Rhin,Grand Est,1,0,0,HORS CONTRAT,ECOLE DE NIVEAU ELEMENTAIRE
116,0690740E,Ecole,Public,Marcy-l'Etoile,Rhône,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
117,0691726B,Ecole,Privé,Marcy-l'Etoile,Rhône,Auvergne-Rhône-Alpes,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
118,0691933B,Ecole,Privé,Condrieu,Rhône,Auvergne-Rhône-Alpes,1,0,0,CONTRAT ASSOCIATION PARTIE DES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
119,0693032W,Ecole,Public,Orliénas,Rhône,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
120,0693247E,Ecole,Public,Beauvallon,Rhône,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
121,0693381A,Ecole,Public,Saint-Laurent-d'Agny,Rhône,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
122,0010137U,Ecole,Public,Echenevex,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
123,0010145C,Ecole,Public,Charix,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
124,0010153L,Ecole,Public,Montréal-la-Cluse,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
125,0010154M,Ecole,Public,Les Neyrolles,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
126,0010183U,Ecole,Public,Oyonnax,Ain,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
127,0010184V,Ecole,Public,Oyonnax,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
128,0010187Y,Ecole,Public,Oyonnax,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
129,0010225P,Ecole,Public,Arvière-en-Valromey,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
130,0010233Y,Ecole,Public,Plateau d'Hauteville,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
131,0010251T,Ecole,Public,Mionnay,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
132,0010263F,Ecole,Public,Marlieux,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
133,0010287G,Ecole,Privé,Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
134,0010299V,Ecole,Privé,Dagneux,Ain,Auvergne-Rhône-Alpes,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
135,0010325Y,Ecole,Public,Saint-Etienne-sur-Reyssouze,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
136,0010345V,Ecole,Public,Illiat,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
137,0010375C,Ecole,Public,Saint-Didier-de-Formans,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
138,0010378F,Ecole,Public,Saint-Marcel,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
139,0010381J,Ecole,Privé,Ferney-Voltaire,Ain,Auvergne-Rhône-Alpes,1,0,1,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
140,0010386P,Ecole,Public,Bâgé-le-Châtel,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
141,0010391V,Ecole,Public,Confort,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
142,0010406L,Ecole,Public,Condamine,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
143,0010411S,Ecole,Public,Lantenay,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE MATERNELLE
144,0010412T,Ecole,Public,Outriaz,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
145,0010427J,Ecole,Public,Chaleins,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
146,0010442A,Ecole,Public,Ambérieu-en-Bugey,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
147,0010450J,Ecole,Public,Douvres,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
148,0010476M,Ecole,Public,Sainte-Julie,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
149,0010492E,Ecole,Public,Montluel,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
150,0010505U,Ecole,Public,La Boisse,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
151,0010514D,Ecole,Public,Groslée-Saint-Benoit,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
152,0010516F,Ecole,Public,Joyeux,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
153,0010520K,Ecole,Public,Meximieux,Ain,Auvergne-Rhône-Alpes,1,0,1,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
154,0010543K,Ecole,Public,Certines,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
155,0010547P,Ecole,Public,Druillat,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
156,0010560D,Ecole,Public,Tossiat,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
157,0010567L,Ecole,Public,Argis,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
158,0010605C,Ecole,Public,Valserhône,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
159,0010628C,Ecole,Public,Saint-Germain-les-Paroisses,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
160,0010675D,Ecole,Public,Condeissiat,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
161,0010686R,Ecole,Public,Sulignat,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
162,0010694Z,Ecole,Public,Bény,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
163,0010712U,Ecole,Public,Bresse Vallons,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
164,0010725H,Ecole,Public,Saint-Martin-le-Châtel,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
165,0010731P,Ecole,Public,Boissey,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
166,0010741A,Ecole,Public,Saint-Just,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
167,0010753N,Ecole,Public,Jasseron,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
168,0010755R,Ecole,Public,Revonnas,Ain,Auvergne-Rhône-Alpes,0,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
169,0010763Z,Ecole,Public,Montagnat,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
170,0010764A,Ecole,Public,Montcet,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE DE NIVEAU ELEMENTAIRE
171,0010797L,Ecole,Public,Lagnieu,Ain,Auvergne-Rhône-Alpes,1,0,0,SANS OBJET,ECOLE MATERNELLE
172,0010830X,Ecole,Privé,Gex,Ain,Auvergne-Rhône-Alpes,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
173,0010837E,Ecole,Privé,Manziat,Ain,Auvergne-Rhône-Alpes,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
174,0010846P,Ecole,Privé,Oyonnax,Ain,Auvergne-Rhône-Alpes,1,0,0,CONTRAT D'ASSOCIATION TOUTES CLASSES,ECOLE DE NIVEAU ELEMENTAIRE
